SDNN,RMSSD,SDSD,pNN5,pNN10,pNN50,pNN100,Mean(abs_a3),Mean(abs_d3),Mean(abs_d2),Power_a3,Power_d3,Power_d2,Std_a3,Std_d3,Std_d2,SD1,SD2,label
0.12914068125712963,0.1793540197675526,0.1792857225098864,1.0,0.9830508474576272,0.7457627118644068,0.5084745762711864,3.4325714285714284,0.20057142857142862,0.13813333333333339,12.069940571428571,0.06870628571428573,0.029557333333333345,0.5360913720474091,0.2617891346492596,0.1532779030243941,0.12786236024623573,0.13255633019237423,1
0.09094709084590522,0.14140026130918246,0.14139792084586894,0.9661016949152542,0.9491525423728814,0.6949152542372882,0.4406779661016949,3.1759999999999997,0.19314285714285725,0.11653333333333335,10.12082742857143,0.062203428571428646,0.021276800000000005,0.18398757722038894,0.24923851374676015,0.1372698882574843,0.10084167127288264,0.08157260286567854,1
0.1130379680559688,0.17290499007611182,0.17289456911952314,0.9322033898305084,0.8983050847457628,0.6610169491525424,0.5084745762711864,3.3857142857142852,0.22228571428571434,0.12693333333333331,11.573666285714284,0.06749942857142859,0.022513066666666668,0.3325733922376981,0.22241127559142346,0.14504656723503204,0.1233043399769836,0.10384768927472196,1
0.08986337778353687,0.13850338061100878,0.13848187437980378,0.9491525423728814,0.9322033898305084,0.711864406779661,0.4576271186440678,3.343428571428571,0.19142857142857148,0.13946666666666668,11.206982857142858,0.05981942857142857,0.029112533333333333,0.1687253534533539,0.15223183179691718,0.16012306378393948,0.09876201552272536,0.08167411401453002,1
0.10915399926505466,0.15538339679644025,0.15526619745213024,0.9491525423728814,0.9491525423728814,0.711864406779661,0.4745762711864407,3.1388571428571432,0.17771428571428577,0.19093333333333337,9.943120000000002,0.04576685714285716,0.05307946666666667,0.3011574949004157,0.20358902179616262,0.2301897188552666,0.11073219994744816,0.10941414717034102,1
0.08477829911009066,0.1221024854339687,0.12207942653544542,0.8983050847457628,0.8135593220338984,0.6440677966101694,0.3050847457627119,3.1062857142857143,0.27314285714285724,0.13226666666666667,9.687167999999998,0.09802971428571432,0.025467733333333336,0.19533832502734788,0.30825380478311265,0.15600888863565865,0.08706417552835666,0.08389391313797086,1
0.08881431316078632,0.1344447463849312,0.134441857478351,0.9661016949152542,0.9152542372881356,0.6101694915254238,0.3559322033898305,3.140571428571428,0.18857142857142856,0.14026666666666662,9.908676571428572,0.05867428571428569,0.03776213333333333,0.2132783942864063,0.17113307866173885,0.19302946234534593,0.09588077049538667,0.08276612544711379,1
0.10363120508160979,0.13746568138747225,0.13740548238720438,0.864406779661017,0.8135593220338984,0.4406779661016949,0.3389830508474576,3.1765714285714286,0.3457142857142857,0.14160000000000003,10.115179428571428,0.1931497142857143,0.0399008,0.15675901171895046,0.4390327029797602,0.1901884912980337,0.0979943580718298,0.11063456729704899,1
0.07876815487379543,0.11246393018750651,0.11245575592685395,0.8983050847457628,0.847457627118644,0.4406779661016949,0.2711864406779661,3.231428571428571,0.24971428571428572,0.1106666666666667,10.465730285714287,0.07628114285714285,0.0193504,0.15362185218707575,0.27546532060704637,0.13795355095908993,0.08020080001233373,0.07865745685686489,1
0.09137495402035628,0.12153928011210818,0.12153774847083972,0.9322033898305084,0.8983050847457628,0.559322033898305,0.4406779661016949,3.0005714285714284,0.20514285714285713,0.14586666666666664,9.104057142857142,0.06493485714285716,0.03296533333333332,0.3172195531457026,0.20905072131335176,0.1787689259599914,0.08667786347369609,0.09730746288912168,1
